image,label
image_271.png,bird
image_272.png,deer
image_273.png,truck
image_274.png,truck
image_275.png,automobile
image_276.png,airplane
image_277.png,dog
image_278.png,truck
image_279.png,airplane
image_280.png,ship
image_281.png,bird
image_282.png,automobile
image_283.png,bird
image_284.png,airplane
image_285.png,dog
image_286.png,frog
image_287.png,cat
image_288.png,bird
image_289.png,horse
image_290.png,ship
image_291.png,ship
image_292.png,frog
image_293.png,airplane
image_294.png,horse
image_295.png,truck
image_296.png,deer
image_297.png,dog
image_298.png,frog
image_299.png,deer
image_300.png,bird
image_301.png,automobile
image_302.png,automobile
image_303.png,bird
image_304.png,automobile
image_305.png,dog
image_306.png,truck
image_307.png,truck
image_308.png,airplane
image_309.png,ship
image_310.png,deer
image_311.png,automobile
image_312.png,automobile
image_313.png,frog
image_314.png,cat
image_315.png,cat
image_316.png,truck
image_317.png,airplane
image_318.png,horse
image_319.png,truck
image_320.png,horse
image_321.png,horse
image_322.png,truck
image_323.png,automobile
image_324.png,dog
image_325.png,automobile
image_326.png,frog
image_327.png,frog
image_328.png,ship
image_329.png,horse
image_330.png,automobile
image_331.png,cat
image_332.png,airplane
image_333.png,cat
image_334.png,cat
image_335.png,bird
image_336.png,deer
image_337.png,dog
image_338.png,horse
image_339.png,dog
image_340.png,truck
image_341.png,airplane
image_342.png,cat
image_343.png,deer
image_344.png,airplane
image_345.png,deer
image_346.png,deer
image_347.png,frog
image_348.png,airplane
image_349.png,airplane
image_350.png,frog
image_351.png,frog
image_352.png,airplane
image_353.png,ship
image_354.png,automobile
image_355.png,frog
image_356.png,bird
image_357.png,truck
image_358.png,bird
image_359.png,dog
image_360.png,truck
image_361.png,frog
image_362.png,horse
image_363.png,deer
image_364.png,automobile
image_365.png,ship
image_366.png,horse
image_367.png,cat
image_368.png,frog
image_369.png,truck
image_370.png,cat
image_371.png,airplane
image_372.png,deer
image_373.png,airplane
image_374.png,dog
image_375.png,automobile
image_376.png,airplane
image_377.png,cat
image_378.png,deer
image_379.png,ship
image_380.png,dog
image_381.png,deer
image_382.png,horse
image_383.png,bird
image_384.png,cat
image_385.png,truck
image_386.png,horse
image_387.png,frog
image_388.png,horse
image_389.png,automobile
image_390.png,deer
image_391.png,horse
image_392.png,airplane
image_393.png,automobile
image_394.png,horse
image_395.png,cat
image_396.png,automobile
image_397.png,ship
image_398.png,deer
image_399.png,deer
image_400.png,bird
image_401.png,airplane
image_402.png,bird
image_403.png,bird
image_404.png,airplane
image_405.png,airplane
image_406.png,truck
image_407.png,airplane
image_408.png,truck
image_409.png,frog
image_410.png,ship
image_411.png,bird
image_412.png,horse
image_413.png,horse
image_414.png,deer
image_415.png,airplane
image_416.png,cat
image_417.png,airplane
image_418.png,ship
image_419.png,truck
image_420.png,deer
image_421.png,bird
image_422.png,horse
image_423.png,bird
image_424.png,dog
image_425.png,bird
image_426.png,dog
image_427.png,automobile
image_428.png,truck
image_429.png,deer
image_430.png,ship
image_431.png,dog
image_432.png,automobile
image_433.png,horse
image_434.png,deer
image_435.png,deer
image_436.png,airplane
image_437.png,frog
image_438.png,truck
image_439.png,airplane
image_440.png,horse
image_441.png,ship
image_442.png,ship
image_443.png,truck
image_444.png,truck
image_445.png,cat
image_446.png,cat
image_447.png,deer
image_448.png,airplane
image_449.png,deer
image_450.png,dog
image_451.png,frog
image_452.png,frog
image_453.png,airplane
image_454.png,automobile
image_455.png,airplane
image_456.png,ship
image_457.png,airplane
image_458.png,deer
image_459.png,ship
image_460.png,ship
image_461.png,automobile
image_462.png,dog
image_463.png,bird
image_464.png,frog
image_465.png,ship
image_466.png,automobile
image_467.png,airplane
image_468.png,airplane
image_469.png,horse
image_470.png,horse
image_471.png,dog
image_472.png,truck
image_473.png,frog
image_474.png,bird
image_475.png,ship
image_476.png,cat
image_477.png,deer
image_478.png,horse
image_479.png,cat
image_480.png,truck
image_481.png,airplane
image_482.png,automobile
image_483.png,bird
image_484.png,deer
image_485.png,ship
image_486.png,automobile
image_487.png,ship
image_488.png,frog
image_489.png,deer
image_490.png,deer
image_491.png,dog
image_492.png,horse
image_493.png,automobile
image_494.png,cat
image_495.png,truck
image_496.png,ship
image_497.png,airplane
image_498.png,automobile
image_499.png,horse
image_500.png,dog
image_501.png,ship
image_502.png,bird
image_503.png,ship
image_504.png,airplane
image_505.png,deer
image_506.png,automobile
image_507.png,ship
image_508.png,truck
image_509.png,ship
image_510.png,bird
image_511.png,truck
image_512.png,truck
image_513.png,bird
image_514.png,horse
image_515.png,dog
image_516.png,horse
image_517.png,cat
image_518.png,ship
image_519.png,ship
image_520.png,deer
image_521.png,deer
image_522.png,bird
image_523.png,horse
image_524.png,automobile
image_525.png,frog
image_526.png,deer
image_527.png,airplane
image_528.png,deer
image_529.png,frog
image_530.png,truck
image_531.png,horse
image_532.png,frog
image_533.png,bird
image_534.png,dog
image_535.png,dog
image_536.png,automobile
image_537.png,horse
image_538.png,bird
image_539.png,bird
image_540.png,bird
image_541.png,truck
image_542.png,dog
image_543.png,deer
image_544.png,bird
image_545.png,horse
image_546.png,ship
image_547.png,automobile
image_548.png,cat
image_549.png,deer
image_550.png,cat
image_551.png,horse
image_552.png,frog
image_553.png,truck
image_554.png,ship
image_555.png,airplane
image_556.png,frog
image_557.png,airplane
image_558.png,bird
image_559.png,bird
image_560.png,bird
image_561.png,automobile
image_562.png,ship
image_563.png,deer
image_564.png,airplane
image_565.png,automobile
image_566.png,ship
image_567.png,ship
image_568.png,automobile
image_569.png,dog
image_570.png,horse
image_571.png,frog
image_572.png,deer
image_573.png,dog
image_574.png,ship
image_575.png,horse
image_576.png,automobile
image_577.png,truck
image_578.png,automobile
image_579.png,truck
image_580.png,ship
image_581.png,deer
image_582.png,horse
image_583.png,cat
image_584.png,ship
image_585.png,ship
image_586.png,bird
image_587.png,frog
image_588.png,frog
image_589.png,horse
image_590.png,automobile
image_591.png,frog
image_592.png,ship
image_593.png,automobile
image_594.png,truck
image_595.png,horse
image_596.png,ship
image_597.png,cat
image_598.png,airplane
image_599.png,automobile
image_600.png,airplane
image_601.png,ship
image_602.png,ship
image_603.png,cat
image_604.png,airplane
image_605.png,airplane
image_606.png,automobile
image_607.png,dog
image_608.png,airplane
image_609.png,ship
image_610.png,ship
image_611.png,horse
image_612.png,truck
image_613.png,truck
image_614.png,airplane
image_615.png,truck
image_616.png,deer
image_617.png,automobile
image_618.png,cat
image_619.png,frog
image_620.png,frog
image_621.png,deer
image_622.png,deer
image_623.png,horse
image_624.png,dog
image_625.png,frog
image_626.png,airplane
image_627.png,ship
image_628.png,airplane
image_629.png,cat
image_630.png,bird
image_631.png,ship
image_632.png,deer
image_633.png,frog
image_634.png,truck
image_635.png,truck
image_636.png,horse
image_637.png,airplane
image_638.png,cat
image_639.png,cat
image_640.png,frog
image_641.png,horse
image_642.png,deer
image_643.png,truck
image_644.png,automobile
image_645.png,frog
image_646.png,bird
image_647.png,horse
image_648.png,bird
image_649.png,bird
image_650.png,airplane
image_651.png,frog
image_652.png,horse
image_653.png,dog
image_654.png,horse
image_655.png,frog
image_656.png,ship
image_657.png,truck
image_658.png,airplane
image_659.png,truck
image_660.png,deer
image_661.png,deer
image_662.png,horse
image_663.png,airplane
image_664.png,truck
image_665.png,deer
image_666.png,truck
image_667.png,frog
image_668.png,truck
image_669.png,deer
image_670.png,dog
image_671.png,horse
image_672.png,truck
image_673.png,bird
image_674.png,deer
image_675.png,dog
image_676.png,automobile
image_677.png,deer
image_678.png,cat
image_679.png,truck
image_680.png,frog
image_681.png,dog
image_682.png,frog
image_683.png,truck
image_684.png,cat
image_685.png,cat
image_686.png,dog
image_687.png,airplane
image_688.png,horse
image_689.png,bird
image_690.png,automobile
image_691.png,cat
image_692.png,frog
image_693.png,deer
image_694.png,airplane
image_695.png,airplane
image_696.png,bird
image_697.png,dog
image_698.png,airplane
image_699.png,automobile
image_700.png,airplane
image_701.png,bird
image_702.png,cat
image_703.png,truck
image_704.png,ship
image_705.png,deer
image_706.png,truck
image_707.png,ship
image_708.png,airplane
image_709.png,bird
image_710.png,frog
image_711.png,deer
image_712.png,deer
image_713.png,airplane
image_714.png,automobile
image_715.png,ship
image_716.png,ship
image_717.png,cat
image_718.png,frog
image_719.png,truck
image_720.png,frog
image_721.png,frog
image_722.png,horse
image_723.png,ship
image_724.png,bird
image_725.png,deer
image_726.png,dog
image_727.png,horse
image_728.png,frog
image_729.png,dog
image_730.png,cat
image_731.png,airplane
image_732.png,dog
image_733.png,airplane
image_734.png,dog
image_735.png,airplane
image_736.png,ship
image_737.png,bird
image_738.png,frog
image_739.png,horse
image_740.png,cat
image_741.png,ship
image_742.png,bird
image_743.png,automobile
image_744.png,horse
image_745.png,frog
image_746.png,horse
image_747.png,automobile
image_748.png,airplane
image_749.png,truck
image_750.png,dog
image_751.png,dog
image_752.png,airplane
image_753.png,automobile
image_754.png,horse
image_755.png,frog
image_756.png,truck
image_757.png,airplane
image_758.png,deer
image_759.png,horse
image_760.png,horse
image_761.png,automobile
image_762.png,dog
image_763.png,truck
image_764.png,deer
image_765.png,airplane
image_766.png,ship
image_767.png,dog
image_768.png,truck
image_769.png,truck
image_770.png,frog
image_771.png,horse
image_772.png,automobile
image_773.png,ship
image_774.png,cat
image_775.png,bird
image_776.png,cat
image_777.png,ship
image_778.png,bird
image_779.png,bird
image_780.png,deer
image_781.png,frog
image_782.png,airplane
image_783.png,airplane
image_784.png,dog
image_785.png,cat
image_786.png,ship
image_787.png,bird
image_788.png,cat
image_789.png,horse
image_790.png,bird
image_791.png,truck
image_792.png,cat
image_793.png,ship
image_794.png,horse
image_795.png,ship
image_796.png,bird
image_797.png,horse
image_798.png,truck
image_799.png,airplane
image_800.png,bird
image_801.png,cat
image_802.png,bird
image_803.png,bird
image_804.png,bird
image_805.png,cat
image_806.png,cat
image_807.png,frog
image_808.png,bird
image_809.png,cat
image_810.png,bird
image_811.png,ship
image_812.png,airplane
image_813.png,dog
image_814.png,dog
image_815.png,automobile
image_816.png,deer
image_817.png,dog
image_818.png,frog
image_819.png,frog
image_820.png,bird
image_821.png,horse
image_822.png,airplane
image_823.png,automobile
image_824.png,horse
image_825.png,horse
image_826.png,ship
image_827.png,bird
image_828.png,truck
image_829.png,bird
image_830.png,bird
image_831.png,deer
image_832.png,bird
image_833.png,automobile
image_834.png,automobile
image_835.png,automobile
image_836.png,frog
image_837.png,frog
image_838.png,frog
image_839.png,dog
image_840.png,automobile
image_841.png,automobile
image_842.png,horse
image_843.png,airplane
image_844.png,deer
image_845.png,cat
image_846.png,cat
image_847.png,horse
image_848.png,automobile
image_849.png,bird
image_850.png,cat
image_851.png,dog
image_852.png,dog
image_853.png,dog
image_854.png,frog
image_855.png,automobile
image_856.png,deer
image_857.png,cat
image_858.png,horse
image_859.png,ship
image_860.png,ship
image_861.png,cat
image_862.png,frog
image_863.png,frog
image_864.png,bird
image_865.png,cat
image_866.png,airplane
image_867.png,truck
image_868.png,deer
image_869.png,cat
image_870.png,ship
image_871.png,airplane
image_872.png,airplane
image_873.png,automobile
image_874.png,automobile
image_875.png,dog
image_876.png,deer
image_877.png,truck
image_878.png,cat
image_879.png,automobile
image_880.png,ship
image_881.png,truck
image_882.png,cat
image_883.png,truck
image_884.png,truck
image_885.png,bird
image_886.png,truck
image_887.png,deer
image_888.png,ship
image_889.png,bird
image_890.png,truck
image_891.png,ship
image_892.png,ship
image_893.png,automobile
image_894.png,dog
image_895.png,cat
image_896.png,frog
image_897.png,ship
image_898.png,horse
image_899.png,frog
image_900.png,truck
image_901.png,ship
image_902.png,airplane
image_903.png,frog
image_904.png,deer
image_905.png,airplane
image_906.png,airplane
image_907.png,bird
image_908.png,dog
image_909.png,ship
image_910.png,bird
image_911.png,airplane
image_912.png,bird
image_913.png,horse
image_914.png,frog
image_915.png,truck
image_916.png,horse
image_917.png,automobile
image_918.png,dog
image_919.png,dog
image_920.png,frog
image_921.png,frog
image_922.png,cat
image_923.png,frog
image_924.png,bird
image_925.png,deer
image_926.png,horse
image_927.png,airplane
image_928.png,dog
image_929.png,frog
image_930.png,deer
image_931.png,frog
image_932.png,dog
image_933.png,bird
image_934.png,deer
image_935.png,frog
image_936.png,automobile
image_937.png,frog
image_938.png,airplane
image_939.png,deer
image_940.png,airplane
image_941.png,cat
image_942.png,automobile
image_943.png,ship
image_944.png,dog
image_945.png,deer
image_946.png,deer
image_947.png,automobile
image_948.png,horse
image_949.png,cat
image_950.png,truck
image_951.png,deer
image_952.png,horse
image_953.png,truck
image_954.png,horse
image_955.png,cat
image_956.png,horse
image_957.png,bird
image_958.png,ship
image_959.png,deer
image_960.png,frog
image_961.png,frog
image_962.png,automobile
image_963.png,bird
image_964.png,truck
image_965.png,airplane
image_966.png,deer
image_967.png,ship
image_968.png,horse
image_969.png,cat
image_970.png,truck
image_971.png,ship
image_972.png,horse
image_973.png,horse
image_974.png,airplane
image_975.png,bird
image_976.png,deer
image_977.png,automobile
image_978.png,automobile
image_979.png,deer
image_980.png,automobile
image_981.png,dog
image_982.png,deer
image_983.png,airplane
image_984.png,dog
image_985.png,frog
image_986.png,bird
image_987.png,ship
image_988.png,dog
image_989.png,airplane
image_990.png,bird
image_991.png,automobile
image_992.png,cat
image_993.png,dog
image_994.png,horse
image_995.png,cat
image_996.png,dog
image_997.png,automobile
image_998.png,cat
image_999.png,dog
image_1000.png,truck
image_1001.png,deer
image_1002.png,cat
image_1003.png,bird
image_1004.png,deer
image_1005.png,deer
image_1006.png,automobile
image_1007.png,deer
image_1008.png,bird
image_1009.png,bird
image_1010.png,cat
image_1011.png,ship
image_1012.png,airplane
image_1013.png,frog
image_1014.png,ship
image_1015.png,dog
image_1016.png,frog
image_1017.png,frog
image_1018.png,deer
image_1019.png,horse
image_1020.png,automobile
image_1021.png,automobile
image_1022.png,deer
image_1023.png,frog
image_1024.png,bird
image_1025.png,cat
image_1026.png,truck
image_1027.png,frog
image_1028.png,truck
image_1029.png,automobile
image_1030.png,cat
image_1031.png,frog
image_1032.png,ship
image_1033.png,dog
image_1034.png,truck
image_1035.png,frog
image_1036.png,ship
image_1037.png,automobile
image_1038.png,frog
image_1039.png,airplane
image_1040.png,bird
image_1041.png,cat
image_1042.png,horse
image_1043.png,truck
image_1044.png,airplane
image_1045.png,truck
image_1046.png,horse
image_1047.png,frog
image_1048.png,cat
image_1049.png,truck
image_1050.png,bird
image_1051.png,frog
image_1052.png,automobile
image_1053.png,frog
image_1054.png,horse
image_1055.png,cat
image_1056.png,ship
image_1057.png,cat
image_1058.png,ship
image_1059.png,cat
image_1060.png,ship
image_1061.png,dog
image_1062.png,truck
image_1063.png,frog
image_1064.png,automobile
image_1065.png,bird
image_1066.png,dog
image_1067.png,bird
image_1068.png,automobile
image_1069.png,deer
image_1070.png,cat
image_1071.png,horse
image_1072.png,dog
image_1073.png,truck
image_1074.png,cat
image_1075.png,truck
image_1076.png,cat
image_1077.png,bird
image_1078.png,truck
image_1079.png,automobile
image_1080.png,ship
image_1081.png,dog
image_1082.png,truck
image_1083.png,horse
image_1084.png,bird
image_1085.png,frog
image_1086.png,airplane
image_1087.png,ship
image_1088.png,dog
image_1089.png,horse
image_1090.png,automobile
image_1091.png,dog
image_1092.png,ship
image_1093.png,dog
image_1094.png,horse
image_1095.png,automobile
image_1096.png,dog
image_1097.png,airplane
image_1098.png,cat
image_1099.png,truck
image_1100.png,cat
image_1101.png,frog
image_1102.png,truck
image_1103.png,automobile
image_1104.png,cat
image_1105.png,truck
image_1106.png,ship
image_1107.png,bird
image_1108.png,bird
image_1109.png,cat
image_1110.png,bird
image_1111.png,dog
image_1112.png,truck
image_1113.png,horse
image_1114.png,truck
image_1115.png,truck
image_1116.png,ship
image_1117.png,truck
image_1118.png,horse
image_1119.png,airplane
image_1120.png,cat
image_1121.png,cat
image_1122.png,bird
image_1123.png,airplane
image_1124.png,cat
image_1125.png,horse
image_1126.png,frog
image_1127.png,cat
image_1128.png,cat
image_1129.png,bird
image_1130.png,airplane
image_1131.png,frog
image_1132.png,frog
image_1133.png,dog
image_1134.png,dog
image_1135.png,horse
image_1136.png,dog
image_1137.png,truck
image_1138.png,ship
image_1139.png,bird
image_1140.png,truck
image_1141.png,ship
image_1142.png,airplane
image_1143.png,deer
image_1144.png,airplane
image_1145.png,automobile
image_1146.png,bird
image_1147.png,airplane
image_1148.png,deer
image_1149.png,horse
image_1150.png,cat
image_1151.png,ship
image_1152.png,dog
image_1153.png,automobile
image_1154.png,frog
image_1155.png,frog
image_1156.png,dog
image_1157.png,dog
image_1158.png,deer
image_1159.png,frog
image_1160.png,cat
image_1161.png,frog
image_1162.png,ship
image_1163.png,bird
image_1164.png,cat
image_1165.png,horse
image_1166.png,airplane
image_1167.png,horse
image_1168.png,airplane
image_1169.png,deer
image_1170.png,automobile
image_1171.png,truck
image_1172.png,dog
image_1173.png,horse
image_1174.png,ship
image_1175.png,frog
image_1176.png,frog
image_1177.png,ship
image_1178.png,airplane
image_1179.png,horse
image_1180.png,bird
image_1181.png,ship
image_1182.png,deer
image_1183.png,ship
image_1184.png,bird
image_1185.png,airplane
image_1186.png,truck
image_1187.png,airplane
image_1188.png,airplane
image_1189.png,bird
image_1190.png,truck
image_1191.png,frog
image_1192.png,frog
image_1193.png,dog
image_1194.png,frog
image_1195.png,airplane
image_1196.png,cat
image_1197.png,horse
image_1198.png,dog
image_1199.png,dog
image_1200.png,horse
image_1201.png,truck
image_1202.png,cat
image_1203.png,deer
image_1204.png,dog
image_1205.png,airplane
image_1206.png,dog
image_1207.png,bird
image_1208.png,cat
image_1209.png,bird
image_1210.png,frog
image_1211.png,airplane
image_1212.png,deer
image_1213.png,truck
image_1214.png,airplane
image_1215.png,horse
image_1216.png,airplane
image_1217.png,truck
image_1218.png,horse
image_1219.png,bird
image_1220.png,frog
image_1221.png,deer
image_1222.png,frog
image_1223.png,truck
image_1224.png,dog
image_1225.png,deer
image_1226.png,horse
image_1227.png,airplane
image_1228.png,frog
image_1229.png,ship
image_1230.png,ship
image_1231.png,truck
image_1232.png,truck
image_1233.png,truck
image_1234.png,airplane
image_1235.png,truck
image_1236.png,ship
image_1237.png,frog
image_1238.png,deer
image_1239.png,ship
image_1240.png,automobile
image_1241.png,truck
image_1242.png,automobile
image_1243.png,airplane
image_1244.png,dog
image_1245.png,ship
image_1246.png,frog
image_1247.png,truck
image_1248.png,frog
image_1249.png,airplane
image_1250.png,ship
image_1251.png,automobile
image_1252.png,cat
image_1253.png,truck
image_1254.png,deer
image_1255.png,ship
image_1256.png,deer
image_1257.png,cat
image_1258.png,bird
image_1259.png,frog
image_1260.png,airplane
image_1261.png,ship
image_1262.png,truck
image_1263.png,truck
image_1264.png,deer
image_1265.png,cat
image_1266.png,airplane
image_1267.png,bird
image_1268.png,deer
image_1269.png,deer
image_1270.png,airplane
image_1271.png,cat
image_1272.png,dog
image_1273.png,horse
image_1274.png,dog
image_1275.png,horse
image_1276.png,horse
image_1277.png,truck
image_1278.png,airplane
image_1279.png,truck
image_1280.png,dog
image_1281.png,cat
image_1282.png,ship
image_1283.png,bird
image_1284.png,deer
image_1285.png,bird
image_1286.png,cat
image_1287.png,automobile
image_1288.png,bird
image_1289.png,ship
image_1290.png,truck
image_1291.png,bird
image_1292.png,ship
image_1293.png,automobile
image_1294.png,deer
image_1295.png,bird
image_1296.png,airplane
image_1297.png,deer
image_1298.png,dog
image_1299.png,deer
image_1300.png,ship
image_1301.png,automobile
image_1302.png,horse
image_1303.png,deer
image_1304.png,automobile
image_1305.png,automobile
image_1306.png,airplane
image_1307.png,bird
image_1308.png,horse
image_1309.png,horse
image_1310.png,deer
image_1311.png,deer
image_1312.png,deer
image_1313.png,deer
image_1314.png,ship
image_1315.png,deer
image_1316.png,cat
image_1317.png,frog
image_1318.png,frog
image_1319.png,airplane
image_1320.png,automobile
image_1321.png,cat
image_1322.png,truck
image_1323.png,ship
image_1324.png,deer
image_1325.png,ship
image_1326.png,truck
image_1327.png,frog
image_1328.png,bird
image_1329.png,airplane
image_1330.png,dog
image_1331.png,dog
image_1332.png,truck
image_1333.png,deer
image_1334.png,bird
image_1335.png,airplane
image_1336.png,ship
image_1337.png,ship
image_1338.png,airplane
image_1339.png,deer
image_1340.png,airplane
image_1341.png,horse
image_1342.png,frog
image_1343.png,truck
image_1344.png,dog
image_1345.png,cat
image_1346.png,dog
image_1347.png,deer
image_1348.png,deer
image_1349.png,deer
image_1350.png,deer
image_1351.png,cat
image_1352.png,horse
image_1353.png,truck
image_1354.png,bird
image_1355.png,dog
image_1356.png,automobile
image_1357.png,ship
image_1358.png,cat
image_1359.png,bird
image_1360.png,frog
image_1361.png,truck
image_1362.png,frog
image_1363.png,cat
image_1364.png,automobile
image_1365.png,horse
image_1366.png,deer
image_1367.png,frog
image_1368.png,cat
image_1369.png,horse
image_1370.png,ship
image_1371.png,frog
image_1372.png,bird
image_1373.png,deer
image_1374.png,frog
image_1375.png,ship
image_1376.png,airplane
image_1377.png,automobile
image_1378.png,truck
image_1379.png,truck
image_1380.png,automobile
image_1381.png,airplane
image_1382.png,airplane
image_1383.png,ship
image_1384.png,truck
image_1385.png,deer
image_1386.png,horse
image_1387.png,deer
image_1388.png,deer
image_1389.png,automobile
image_1390.png,truck
image_1391.png,ship
image_1392.png,ship
image_1393.png,frog
image_1394.png,automobile
image_1395.png,horse
image_1396.png,deer
image_1397.png,ship
image_1398.png,ship
image_1399.png,ship
image_1400.png,airplane
image_1401.png,dog
image_1402.png,frog
image_1403.png,frog
image_1404.png,ship
image_1405.png,cat
image_1406.png,deer
image_1407.png,deer
image_1408.png,automobile
image_1409.png,bird
image_1410.png,automobile
image_1411.png,dog
image_1412.png,horse
image_1413.png,automobile
image_1414.png,horse
image_1415.png,bird
image_1416.png,ship
image_1417.png,dog
image_1418.png,truck
image_1419.png,dog
image_1420.png,frog
image_1421.png,automobile
image_1422.png,truck
image_1423.png,dog
image_1424.png,airplane
image_1425.png,deer
image_1426.png,cat
image_1427.png,cat
image_1428.png,airplane
image_1429.png,ship
image_1430.png,bird
image_1431.png,ship
image_1432.png,airplane
image_1433.png,truck
image_1434.png,airplane
image_1435.png,deer
image_1436.png,frog
image_1437.png,truck
image_1438.png,bird
image_1439.png,ship
image_1440.png,bird
image_1441.png,horse
image_1442.png,horse
image_1443.png,bird
image_1444.png,bird
image_1445.png,horse
image_1446.png,automobile
image_1447.png,frog
image_1448.png,automobile
image_1449.png,cat
image_1450.png,deer
image_1451.png,deer
image_1452.png,ship
image_1453.png,frog
image_1454.png,airplane
image_1455.png,automobile
image_1456.png,truck
image_1457.png,deer
image_1458.png,bird
image_1459.png,horse
image_1460.png,dog
image_1461.png,cat
image_1462.png,truck
image_1463.png,airplane
image_1464.png,automobile
image_1465.png,truck
image_1466.png,airplane
image_1467.png,truck
image_1468.png,ship
